"Year","Month","Pl_inp_t_C_ha","OA_inp_t_C_ha","TEMP_C","RM_Temp","RAIN_mm","PEVAP_mm","SMD_mm","RM_Moist","PC","RM_PC","DPM_t_C_ha","RPM_t_C_ha","Bio_t_C_ha","Hum_t_C_ha","IOM_t_C_ha","SOC_t_C_ha","CO2_t_C_ha"
2041,3,1.12,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.700567730575016,6.94888359943376,0.894944966008255,42.0098111138247,3.0041,53.5583074098417,88.557604908163
2041,4,0,0,9.91,1.08624679760332,45.03,3.03,0,1,1,0.6,0.406981467986058,6.83657798281258,0.909474682334198,42.0182520226846,3.0041,53.1753861558174,88.9405261621873
2041,5,0,0,13.7,1.67570940522576,60.12,3.82,0,1,1,0.6,0.176075512019411,6.66687790714992,0.910104083366827,42.0060757878702,3.0041,52.7632332904064,89.3526790275983
2041,6,0,0,16.9,2.23856432581044,89.57,4.44,0,1,1,0.6,0.0574911363613782,6.44673116081047,0.892715370353957,41.9678143841952,3.0041,52.368852051721,89.7470602662837
2041,7,0,0,18.5,2.53584286492207,103.2,4.65,0,1,1,0.6,0.0161789231208072,6.20611789382824,0.864887553973833,41.9129859637204,3.0041,52.0042703346433,90.1116419833614
2041,8,0,0,18.4,2.51701829650327,105.96,3.49,0,1,1,0.6,0.00459606363199089,5.97617235222166,0.835588910501998,41.8541540721833,3.0041,51.6746113985389,90.4413009194658
2041,9,0,0,15.3,1.95107327120539,55.74,2.34,0,1,1,0.6,0.00173266999653896,5.80380762413983,0.812930904084494,41.8071406229566,3.0041,51.4297118211775,90.6862004968272
2041,10,2.3,0,11.5,1.321422018351,65.84,1.25,0,1,1,0.6,1.35827194547454,6.63252400637095,0.797750094374312,41.7748315208724,3.0041,53.5674775670922,90.8484347509125
2041,11,0,0,7.13,0.725049354203736,58.83,0.69,0,1,1,0.6,0.945244727974527,6.56078123269898,0.829782609411138,41.8042981644762,3.0041,53.1442067345609,91.2717055834438
2041,12,0,0,4.44,0.444772680629876,73.82,0.5,0,1,1,0.6,0.756768598987791,6.51715607526049,0.842741303335111,41.815114099486,3.0041,52.9358800770694,91.4800322409353
2042,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.63383589841755,6.48258968207256,0.850299440697533,41.8206714844492,3.0041,52.7914965056368,91.6244158123678
2042,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.51088367229035,6.44078629247402,0.856852328994662,41.8244370100775,3.0041,52.6370593038365,91.7788530141681
2042,3,0,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.361771063731411,6.37444302110203,0.862683259502523,41.8250755435197,3.0041,52.4280728878557,91.987839430149
2042,4,0,0,9.91,1.08624679760332,45.03,3.03,0,1,1,0.6,0.210164002945782,6.27142132792533,0.863802791054314,41.8166410840209,3.0041,52.1661292059463,92.2497831120584
2042,5,0,0,13.7,1.67570940522576,60.12,3.82,0,1,1,0.6,0.0909248635075324,6.11574978047324,0.854641250555161,41.7904243632749,3.0041,51.8558402578109,92.5600720601938
2042,6,0,0,16.9,2.23856432581044,59.57,4.44,0,1,1,0.6,0.0296882494709144,5.91380181707144,0.833578328983354,41.7436955881121,3.0041,51.5248639836378,92.8910483343669
2042,7,0,0,18.5,2.53584286492207,73.2,4.65,0,1,1,0.6,0.00835474711722596,5.69307923069448,0.806190781719395,41.6843786413148,3.0041,51.1961034008459,93.2198089171588
2042,8,2.08,0,18.4,2.51701829650327,75.96,3.49,0,1,1,0.6,1.22991437700816,6.33460152150411,0.778723940461983,41.622779708206,3.0041,52.9701195471803,93.5257927708244
2042,9,0,0,15.3,1.95107327120539,55.74,2.34,0,1,0,1,0.241967989129683,6.03303426422918,0.842840560957161,41.6559353575393,3.0041,51.7778781718553,94.7180341461494
2042,10,0,0,11.5,1.321422018351,65.84,1.25,0,1,1,0.6,0.124972589831456,5.91462885252029,0.837987392582771,41.63744787658,3.0041,51.5191367115145,94.9767756064902
2042,11,0,0,7.13,0.725049354203736,58.83,0.69,0,1,1,0.6,0.0869705673249665,5.85065141667348,0.832661281782101,41.624275078824,3.0041,51.3986583446045,95.0972539734002
2042,12,0,0,4.44,0.444772680629876,73.82,0.5,0,1,1,0.6,0.0696291578676352,5.81174818547015,0.828811328382348,41.6154884126501,3.0041,51.3297770843703,95.1661352336344
2043,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.0583183021760156,5.78092321050127,0.825512602807449,41.6081813416871,3.0041,51.2770354571718,95.2188768608329
2043,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.0470056499668215,5.74364456152613,0.821300596439648,41.5989902371582,3.0041,51.2150410450908,95.2808712729139
2043,3,0,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.0332860197188271,5.68448219337633,0.814250562349443,41.5837232903663,3.0041,51.1198420658109,95.3760702521938
2043,4,0,0,9.91,1.08624679760332,45.03,3.03,0,1,1,0.6,0.0193368786162361,5.59261142467453,0.802703122492818,41.5586789690898,3.0041,50.9774303948734,95.5184819231313
2043,5,0,0,13.7,1.67570940522576,60.12,3.82,0,1,1,0.6,0.00836586201347038,5.45378954853926,0.784547557478474,41.5184773078532,3.0041,50.7692802758844,95.7266320421203
2043,6,0,0,16.9,2.23856432581044,59.57,4.44,0,1,1,0.6,0.00273157185960009,5.27370015121531,0.76055849894465,41.4630621553083,3.0041,50.5041523773278,95.9917599406769
2043,7,2.24,2.784,18.5,2.53584286492207,73.2,4.65,0,1,1,0.6,2.68689592102196,7.35906105682368,0.734282484035948,41.4545595271883,3.0041,55.2388989890699,96.2810133289348
2043,8,0,0,18.4,2.51701829650327,75.96,3.49,0,1,1,0.6,0.76328594513635,7.08639732252529,0.900622585491635,41.6143225523748,3.0041,53.368728405528,98.1511839124767
2043,9,0,0,15.3,1.95107327120539,55.74,2.34,0,1,1,0.6,0.287751163128426,6.8820114923337,0.922359789355245,41.6246532259069,3.0041,52.7208756707243,98.7990366472804
2043,10,0,0,11.5,1.321422018351,65.84,1.25,0,1,1,0.6,0.148618865712439,6.74694390139251,0.91813146785064,41.6109237405061,3.0041,52.4287179754617,99.091194342543
2043,11,0,0,7.13,0.725049354203736,58.83,0.69,0,1,1,0.6,0.103426416013589,6.67396346908196,0.912632919792765,41.5997920932726,3.0041,52.2939148981609,99.2259974198438
2043,12,0,0,4.44,0.444772680629876,73.82,0.5,0,1,1,0.6,0.0828038090332955,6.62958571942825,0.908562403423579,41.5921252492494,3.0041,52.2171771811345,99.3027351368702
2044,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.0693528071344578,6.59442300980392,0.905041175821375,41.5856542102678,3.0041,52.1585712030275,99.3613411149772
2044,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.0558996687959054,6.55189845591787,0.900515568607479,41.57742403505,3.0041,52.0898377283712,99.4300745896335
2044,3,1.12,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.700567730575016,6.94342706797415,0.892891208403494,41.5635920337193,3.0041,53.104578040672,99.5353342773327
2044,4,0,0,9.91,1.08624679760332,45.03,3.03,0,1,1,0.6,0.406981467986058,6.83120963805539,0.907431762667787,41.5724452142338,3.0041,52.722168082943,99.9177442350616
2044,5,0,0,13.7,1.67570940522576,60.12,3.82,0,1,1,0.6,0.176075512019411,6.66164281743843,0.908076738473956,41.5609046628399,3.0041,52.3107997307717,100.329112587233
2044,6,0,0,16.9,2.23856432581044,89.57,4.44,0,1,1,0.6,0.0574911363613782,6.44166893881649,0.890707266411339,41.5234918013937,3.0041,51.9174591429829,100.722453175022
2044,7,0,0,18.5,2.53584286492207,103.2,4.65,0,1,1,0.6,0.0161789231208072,6.2012446106533,0.862900011497406,41.4696235828475,3.0041,51.5540471281191,101.085865189886
2044,8,0,0,18.4,2.51701829650327,105.96,3.49,0,1,1,0.6,0.00459606363199089,5.97147963115627,0.833621232436923,41.4117435892221,3.0041,51.2255405164473,101.414371801557
2044,9,0,0,15.3,1.95107327120539,55.74,2.34,0,1,1,0.6,0.00173266999653896,5.79925025050801,0.8109791263067,41.3654671031951,3.0041,50.9815291500063,101.658383167998
2044,10,2.3,0,11.5,1.321422018351,65.84,1.25,0,1,1,0.6,1.35827194547454,6.6280560765708,0.795809537030201,41.3336566587694,3.0041,53.1198942178449,101.82001810016
2044,11,0,0,7.13,0.725049354203736,58.83,0.69,0,1,1,0.6,0.945244727974527,6.55636163166117,0.827848471749282,41.3633967370882,3.0041,52.6969515684732,102.242960749531
2044,12,0,0,4.44,0.444772680629876,73.82,0.5,0,1,1,0.6,0.756768598987791,6.51276586184958,0.840811170434228,41.3743803486211,3.0041,52.4888259798927,102.451086338112
2045,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.63383589841755,6.47822275394763,0.848372506465057,41.38007136164,3.0041,52.3446025204703,102.595309797534
2045,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.51088367229035,6.43644752476132,0.854929235936821,41.3839994174461,3.0041,52.1903598504346,102.74955246757
2045,3,0,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.361771063731411,6.37014894483394,0.860766118546359,41.3848980075391,3.0041,51.9816841346508,102.958228183354
2045,4,0,0,9.91,1.08624679760332,45.03,3.03,0,1,1,0.6,0.210164002945782,6.2671966511336,0.861894552199194,41.3768726351917,3.0041,51.7202278414703,103.219684476534
2045,5,0,0,13.7,1.67570940522576,60.12,3.82,0,1,1,0.6,0.0909248635075324,6.11162997017656,0.852745701449267,41.3512866065727,3.0041,51.410687141706,103.529225176299
2045,6,0,0,16.9,2.23856432581044,59.57,4.44,0,1,1,0.6,0.0296882494709144,5.90981804688903,0.831698326752424,41.3053995635221,3.0041,51.0807041866345,103.85920813137
2045,7,0,0,18.5,2.53584286492207,73.2,4.65,0,1,1,0.6,0.00835474711722596,5.68924414795298,0.80432732935092,41.2470349184225,3.0041,50.7530611428437,104.186851175161
2045,8,2.08,0,18.4,2.51701829650327,75.96,3.49,0,1,1,0.6,1.22991437700816,6.33090853406167,0.776876513613854,41.1863798574648,3.0041,52.5281792821485,104.491733035856
2045,9,0,0,15.3,1.95107327120539,55.74,2.34,0,1,0,1,0.241967989129683,6.02951708643954,0.841011385799842,41.2207530367155,3.0041,51.3373494980846,105.68256281992
2045,10,0,0,11.5,1.321422018351,65.84,1.25,0,1,1,0.6,0.124972589831456,5.91118070349229,0.83616746821153,41.2027594705166,3.0041,51.0791802320519,105.940732085953
2045,11,0,0,7.13,0.725049354203736,58.83,0.69,0,1,1,0.6,0.0869705673249665,5.84724056562964,0.830846696495151,41.1898574857499,3.0041,50.9590153151996,106.060897002805
2045,12,0,0,4.44,0.444772680629876,73.82,0.5,0,1,1,0.6,0.0696291578676352,5.80836001448658,0.827000086198511,41.181236881036,3.0041,50.8903261395888,106.129586178416
2046,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.0583183021760156,5.7775530100633,0.823704033878415,41.1740621469478,3.0041,50.8377374930655,106.182174824939
2046,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.0470056499668215,5.74029609403886,0.819495234467697,41.1650319971281,3.0041,50.7759289756015,106.243983342403
2046,3,0,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.0332860197188271,5.68116821675354,0.812450152303665,41.1500225745253,3.0041,50.6810269633014,106.338885354703
